calculo,C. FísICO,C. BiológICO,MecanICO,Servicio social,Literario,Persuasivo,ArtístICO,Musical,valor_amai_normalizado,CARRERA_ACTUAL
0.4,0.8,0.94,0.52,0.84,0.64,0.78,0.94,1.0,0.64,LLE
0.346604,0.519621,0.493396,0.319811,0.593207,0.726604,0.673207,0.593207,0.626414,0.71,LLE
0.386544,0.435515,0.435515,0.28,0.628971,0.691029,0.56,0.62,0.726912,0.543333,LLE
0.610005,0.610014,0.539981,0.570023,0.659972,0.750033,0.629986,0.650014,0.779981,0.38,LIA
0.54,0.78,0.54,0.72,0.68,0.68,0.58,0.86,0.7,0.243333,ISC
0.343669,0.44,0.402446,0.336331,0.582446,0.756331,0.597554,0.601223,0.756331,0.3,LLE
0.520697,0.48,0.621394,0.593136,0.671045,0.553136,0.571742,0.7,0.722788,0.403333,LIA
0.765037,0.390074,0.365185,0.74,0.4,0.394963,0.52,0.42,0.594963,0.363333,ICO
0.596993,0.704662,0.687669,0.821656,0.716993,0.589325,0.638344,0.672331,0.712331,0.553333,ISC
0.66,0.72,0.44,0.74,0.64,0.52,0.62,0.6,0.72,0.456667,ISC
0.72,0.4,0.4,0.82,0.34,0.38,0.48,0.42,0.52,0.63,ICO
0.759041,0.44048,0.439041,0.622878,0.32,0.39952,0.52048,0.439041,0.64048,0.506667,ICO
0.547199,0.792001,0.657603,0.855198,0.8064,0.6464,0.899201,0.817603,0.811202,0.453333,LIA
0.457581,0.49414,0.481023,0.48586,0.526883,0.46,0.50586,0.615162,0.526883,0.42,LIA
0.6,0.8,0.66,0.76,0.72,0.72,0.64,0.76,0.76,0.38,ISC
0.367137,0.454573,0.48,0.356282,0.62,0.7,0.565427,0.44171,0.714573,0.556667,LLE
0.86002,0.59996,0.41998,0.78002,0.41998,0.42006,0.47998,0.419921,0.55998,0.66,ICO
0.701626,0.600704,0.614417,0.716748,0.78,0.525583,0.812791,0.628835,0.716748,0.48,LIA
0.58,0.68,0.6,0.7,0.72,0.48,0.6,0.72,0.86,0.356667,ISC
0.84297,0.750743,0.746856,0.727772,0.781485,0.686287,0.753144,0.693144,0.729257,0.61,ISC
0.356201,0.755106,0.526413,0.946413,0.432827,0.406413,0.467933,0.496201,0.59772,0.21,ICO
0.553686,0.445028,0.532514,0.808771,0.597542,0.529944,0.538715,0.448771,0.642571,0.296667,LIA
0.955935,0.905312,0.82448,0.904896,0.904896,0.675104,0.810623,0.769792,0.769377,0.44,ISC
0.348657,0.385194,0.425194,0.4,0.583463,0.663463,0.543463,0.536537,0.681731,0.38,LLE
0.82,0.86,0.62,0.94,0.66,0.62,0.78,0.64,0.76,0.453333,ISC
0.391648,0.435824,0.355824,0.360881,0.668352,0.72,0.635824,0.604176,0.684176,0.456667,LLE
0.76,0.66,0.7,0.8,0.9,0.76,0.58,0.72,0.88,0.48,ISC
0.3,0.34,0.5,0.4,0.62,0.68,0.54,0.66,0.8,0.326667,LLE
0.425617,0.45685,0.48315,0.3937,0.551917,0.402467,0.428083,0.522467,0.508767,0.476667,LIA
0.96,0.526497,0.426497,0.80599,0.433503,0.406497,0.453503,0.393503,0.559492,0.4,ICO
0.78,0.48,0.5,0.76,0.4,0.24,0.38,0.46,0.54,0.56,ICO
0.63948,0.632312,0.668208,0.823584,0.648208,0.54,0.731792,0.564624,0.684104,0.35,ISC
0.38,0.56,0.5,0.34,0.76,0.68,0.66,0.62,0.72,0.42,LLE
0.466967,0.470607,0.550607,0.72454,0.68364,0.5,0.509393,0.49182,0.764853,0.44,LIA
0.82,0.5,0.5,0.8,0.76,0.56,0.8,0.46,0.48,0.423333,LIA
0.6,0.56,0.38,0.78,0.56,0.3,0.5,0.72,0.74,0.463333,ISC
0.591552,0.714081,0.68,0.697471,0.654081,0.705632,0.734081,0.774368,0.988735,0.43,LIA
0.456063,0.830488,0.754425,0.696063,0.609512,0.50885,0.594425,0.794425,0.730488,0.63,ISC
0.426676,0.453324,0.48,0.439972,0.606676,0.739972,0.566676,0.526648,0.620056,0.453333,LLE
0.862639,0.502639,0.512084,0.86,0.410554,0.412084,0.325277,0.302639,0.592084,0.353333,ICO
0.679706,0.679413,0.601469,0.757944,0.779119,0.540881,0.818531,0.600587,0.759119,0.433333,LIA
0.56,0.36,0.3,0.56,0.38,0.34,0.36,0.46,0.78,0.686667,ICO
0.788277,0.425518,0.448277,0.688277,0.345518,0.451723,0.422759,0.52,0.64,0.45,ICO
0.487493,0.64,0.682749,0.689003,0.771752,0.548248,0.633747,0.622749,0.751752,0.3,LIA
0.320112,0.69955,0.479438,0.389606,0.819663,0.740112,0.719663,0.539775,0.689831,0.606667,LLE
0.62,0.62,0.42,0.62,0.54,0.3,0.54,0.48,0.42,0.38,ISC
0.76,0.4,0.52,0.82,0.36,0.34,0.46,0.46,0.56,0.38,ICO
0.68,0.38,0.42,0.76,0.42,0.42,0.34,0.5,0.54,0.483333,ICO
0.568523,0.662062,0.573539,0.642062,0.614708,0.761169,0.592646,0.709416,0.732646,0.33,LIA
0.88,0.54,0.4,0.78,0.42,0.46,0.46,0.42,0.48,0.52,ICO
0.341571,0.507644,0.443141,0.370785,0.58,0.781571,0.641571,0.533926,0.72,0.503333,LLE
0.634992,0.648336,0.750016,0.670016,0.686656,0.616672,0.736672,0.648336,0.7,0.57,LIA
0.843811,0.541906,0.467623,0.741906,0.494283,0.394283,0.481906,0.461906,0.596189,0.623333,ICO
0.407857,0.468095,0.408095,0.312024,0.792024,0.7,0.536071,0.595952,0.76,0.45,LLE
0.78,0.555821,0.328357,0.756714,0.387464,0.332536,0.452536,0.384179,0.674929,0.506667,ICO
0.36,0.468103,0.440517,0.348103,0.631897,0.727587,0.52,0.683793,0.711897,0.45,LLE
0.76,0.52,0.4,0.74,0.42,0.38,0.5,0.36,0.54,0.483333,ICO
0.724509,0.424509,0.469018,0.715491,0.44,0.370982,0.44,0.446473,0.581964,0.626667,ICO
0.367706,0.423853,0.343853,0.420734,0.692294,0.72,0.623853,0.616147,0.696147,0.483333,LLE
0.529137,0.519832,0.667242,0.68,0.689137,0.643621,0.612758,0.710863,0.785515,0.21,LIA
0.337819,0.497819,0.466912,0.395637,0.7,0.74,0.484363,0.655637,0.76,0.493333,LLE
0.560246,0.702347,0.687531,0.707285,0.732469,0.587531,0.695061,0.714816,0.737408,0.366667,LIA
0.637881,0.684238,0.805166,0.931523,0.614834,0.494834,0.510596,0.751523,0.576953,0.506667,ISC
0.65506,0.860238,0.76,0.78494,0.745179,0.579762,0.745417,0.870119,0.820238,0.43,ISC
0.584003,0.620504,0.7255,0.591505,0.600504,0.762505,0.544003,0.795004,0.751505,0.59,LLE
0.72,0.46,0.452016,0.705322,0.372016,0.414678,0.557339,0.486694,0.607984,0.453333,ICO
0.26,0.4,0.48,0.32,0.64,0.58,0.48,0.62,0.8,0.61,LLE
0.607959,0.671939,0.788164,0.716123,0.651939,0.647959,0.775918,0.683877,0.69602,0.456667,LIA
0.848851,0.531149,0.44,0.837701,0.468851,0.342299,0.437701,0.395747,0.508851,0.353333,ICO
0.831846,0.652674,0.48325,0.564077,0.557134,0.308981,0.388154,0.339173,0.465288,0.403333,ISC
0.752473,0.513173,0.535054,0.511291,0.576936,0.495054,0.736236,0.852473,0.621882,0.406667,LIA
0.597195,0.378598,0.330996,0.628191,0.367602,0.364797,0.372398,0.453801,0.736605,0.21,ICO
0.52,0.68,0.68,0.84,0.8,0.74,0.64,0.54,0.62,0.473333,ISC
0.593585,0.693585,0.653585,0.798365,0.731195,0.575975,0.591195,0.69761,0.70239,0.483333,ISC
0.7,0.4,0.36,0.78,0.38,0.42,0.46,0.46,0.54,0.506667,ICO
0.690259,0.609223,0.673161,0.62342,0.746839,0.616063,0.717098,0.762902,0.64,0.483333,LIA
0.857094,0.501367,0.424273,0.78,0.411453,0.304273,0.337094,0.50718,0.628547,0.533333,ICO
0.81387,0.86613,0.650651,0.921609,0.678391,0.62613,0.76774,0.65226,0.778391,0.543333,ISC
0.531909,0.68084,0.694046,0.913205,0.685954,0.668932,0.708091,0.742977,0.794046,0.26,ISC
0.646667,0.696666,0.611111,0.726667,0.768889,0.584444,0.781112,0.577778,0.765555,0.596667,LIA
0.34,0.48,0.5,0.3,0.58,0.72,0.66,0.58,0.6,0.476667,LLE
0.449153,0.514576,0.538305,0.474576,0.645989,0.755706,0.590847,0.664294,0.710282,0.71,LLE
0.802962,0.781481,0.798026,0.958026,0.780987,0.818026,0.8,0.818519,0.879506,0.626667,ISC
0.875587,0.831174,0.617058,0.891174,0.772645,0.481471,0.621471,0.48,0.601471,0.596667,ISC
0.62,0.44,0.36,0.82,0.56,0.3,0.5,0.6,0.86,0.403333,ICO
0.739629,0.380371,0.4,0.761113,0.34,0.360371,0.48,0.537773,0.500371,0.39,ICO
0.344644,0.378839,0.418839,0.398839,0.577678,0.664644,0.54,0.533034,0.684644,0.44,LLE
0.36,0.32,0.48,0.42,0.82,0.66,0.62,0.54,0.8,0.596667,LLE
0.875587,0.515587,0.47324,0.86,0.462347,0.37324,0.351173,0.315587,0.55324,0.43,ICO
0.875911,0.54,0.412266,0.891822,0.407734,0.348178,0.511822,0.415911,0.595911,0.313333,ICO
0.482419,0.682419,0.775162,0.807905,0.534514,0.501771,0.650324,0.762419,0.72,0.513333,ISC
0.87256,0.52372,0.46,0.788841,0.53256,0.4,0.431159,0.42744,0.56744,0.506667,ICO
0.76,0.48,0.4,0.8,0.32,0.38,0.4,0.46,0.54,0.563333,ICO
0.76,0.39382,0.52,0.81382,0.36618,0.34618,0.472361,0.441459,0.572361,0.57,ICO
0.331864,0.323955,0.46,0.336045,0.763955,0.687909,0.507909,0.6,0.792317,0.44,LLE
0.62,0.64,0.5,0.62,0.6,0.82,0.6,0.68,0.74,0.59,LIA
0.584665,0.566381,0.578284,0.66,0.598284,0.366381,0.376568,0.452761,0.691903,0.453333,ISC
0.86296,0.792467,0.72,0.82296,0.79148,0.74,0.790493,0.740987,0.80296,0.353333,ISC
0.780587,0.695883,0.379706,0.860587,0.64,0.52,0.632059,0.624117,0.707941,0.64,ISC
0.718221,0.459111,0.395553,0.739111,0.320889,0.381779,0.537332,0.398221,0.659111,0.556667,ICO
0.82,0.3,0.36,0.78,0.64,0.34,0.6,0.36,0.52,0.653333,LIA
0.593121,0.679873,0.560382,0.726624,0.693503,0.52,0.593248,0.680255,0.693248,0.423333,ISC
0.32,0.42,0.46,0.3,0.52,0.72,0.6,0.52,0.68,0.563333,LLE
0.72,0.46,0.46,0.7,0.38,0.42,0.56,0.5,0.6,0.493333,ICO
0.893464,0.896732,0.730195,0.995098,0.715098,0.491439,0.78,0.603268,0.613073,0.35,ISC
0.34525,0.46525,0.5,0.34525,0.63475,0.650499,0.475749,0.630499,0.729501,0.42,LLE
0.369892,0.336631,0.46,0.323369,0.776631,0.713262,0.533262,0.6,0.703585,0.42,LLE
0.72,0.48,0.36,0.68,0.36,0.38,0.48,0.44,0.5,0.506667,ICO
0.309006,0.54,0.432981,0.392981,0.612981,0.770994,0.598013,0.523974,0.676026,0.536667,LLE
0.828462,0.471538,0.476924,0.751538,0.391538,0.376924,0.463076,0.485386,0.605386,0.493333,ICO
0.425671,0.376537,0.414329,0.310866,0.78,0.710866,0.521732,0.609134,0.716537,0.533333,LLE
0.86,0.52,0.44,0.86,0.48,0.32,0.46,0.34,0.52,0.72,ICO
0.60934,0.657766,0.672894,0.755128,0.756447,0.74934,0.778681,0.503553,0.78,0.406667,LIA
0.330414,0.389586,0.400829,0.428757,0.570414,0.679171,0.559171,0.568757,0.689586,0.553333,LLE
0.822072,0.857099,0.615856,0.938757,0.66,0.617928,0.78,0.639586,0.760414,0.246667,ISC
0.64,0.8,0.82,0.76,0.76,0.62,0.66,0.92,0.86,0.666667,ISC
0.76,0.44,0.44,0.62,0.32,0.4,0.52,0.44,0.64,0.326667,ICO
0.789167,0.539642,0.522023,0.791191,0.764405,0.555595,0.804405,0.490833,0.541665,0.736667,LIA
0.694525,0.492738,0.36,0.705475,0.334525,0.367262,0.505475,0.452738,0.5,0.33,ICO
0.732555,0.447445,0.4,0.733723,0.345109,0.361168,0.552555,0.4,0.634891,0.376667,ICO
0.3,0.52,0.42,0.32,0.6,0.64,0.48,0.66,0.64,0.626667,LLE
0.826513,0.871816,0.757118,0.842421,0.850605,0.705303,0.688184,0.745303,0.646513,0.533333,ISC
0.638826,0.683523,0.817651,0.927081,0.598826,0.478826,0.504698,0.744732,0.562349,0.536667,ISC
0.627298,0.402774,0.475621,0.805694,0.627153,0.442774,0.548613,0.424234,0.622774,0.446667,LIA
0.7,0.44,0.44,0.8,0.28,0.36,0.46,0.42,0.52,0.51,ICO
0.340355,0.420118,0.420118,0.28,0.659763,0.660237,0.56,0.62,0.81929,0.353333,LLE
0.666568,0.717373,0.446568,0.745255,0.642627,0.523941,0.626568,0.603941,0.716059,0.48,ISC
0.332725,0.445449,0.523623,0.3,0.545449,0.707275,0.574551,0.558174,0.692725,0.66,LLE
0.680689,0.783862,0.720689,0.74524,0.775449,0.937515,0.690898,0.951587,0.928413,0.626667,LLE
0.856124,0.575917,0.4,0.807959,0.407959,0.472041,0.475917,0.371834,0.54,0.326667,ICO
0.68,0.78,0.76,0.96,0.9,0.76,0.64,0.72,0.82,0.506667,ISC
0.38,0.56,0.42,0.32,0.7,0.62,0.52,0.66,0.88,0.323333,LLE
0.590838,0.598324,0.486034,0.890615,0.413743,0.381453,0.407709,0.607486,0.673743,0.406667,ICO
0.860914,0.750096,0.524952,0.444952,0.815048,0.471923,0.886057,0.58899,0.624038,0.3,LIA
0.807567,0.739279,0.826847,0.8,0.884144,0.775856,0.675135,0.878558,0.832433,0.41,ISC
0.708863,0.862227,0.795545,0.822227,0.762227,0.653365,0.555592,0.757773,0.802227,0.326667,ISC
0.66,0.62,0.66,0.84,0.64,0.54,0.74,0.54,0.68,0.64,ISC
0.7074,0.489764,0.407873,0.830709,0.637164,0.75449,0.789764,0.419055,0.5926,0.503333,LIA
0.8,0.838632,0.72,0.844542,0.731819,0.669549,0.751819,0.691819,0.796361,0.366667,ISC
0.74,0.483592,0.491796,0.723592,0.317694,0.437694,0.328204,0.497694,0.562306,0.316667,ICO
0.580216,0.53689,0.57378,0.87378,0.704665,0.283326,0.8,0.404665,0.646004,0.506667,LIA
0.566762,0.439217,0.529608,0.804413,0.588825,0.541566,0.545979,0.444413,0.628042,0.596667,LIA
0.570608,0.520811,0.670203,0.664696,0.705101,0.629797,0.645507,0.684696,0.774493,0.523333,LIA
0.323447,0.416553,0.533105,0.336553,0.686895,0.72,0.5,0.649658,0.833105,0.453333,LLE
0.418446,0.384663,0.403109,0.372228,0.564663,0.7,0.486217,0.638446,0.7,0.71,LLE
0.891766,0.601171,0.484702,0.784702,0.411766,0.395298,0.448234,0.323532,0.490595,0.433333,ICO
0.62,0.72,0.68,0.86,0.74,0.62,0.6,0.68,0.72,0.606667,ISC
0.38,0.38,0.56,0.44,0.78,0.78,0.52,0.56,0.68,0.496667,LLE
0.48,0.68,0.78,0.82,0.52,0.48,0.66,0.76,0.72,0.45,ISC
0.743239,0.784859,0.590282,0.528662,0.786479,0.620563,0.756197,0.727042,0.67838,0.38,LIA
0.437504,0.403339,0.405835,0.350826,0.583339,0.682496,0.474165,0.645835,0.682496,0.353333,LLE
0.86,0.5,0.48,0.74,0.42,0.42,0.48,0.48,0.66,0.21,ICO
0.722529,0.749425,0.621839,0.557471,0.766897,0.631264,0.735632,0.718161,0.684368,0.57,LIA
0.515722,0.472834,0.549982,0.811444,0.631408,0.502852,0.52713,0.471408,0.685704,0.506667,LIA
0.766564,0.830595,0.486718,0.4,0.850595,0.410749,0.930595,0.581344,0.668062,0.51,LIA
0.476229,0.656229,0.717867,0.640495,0.742133,0.556229,0.598362,0.61459,0.743771,0.503333,LIA
0.902,0.5545,0.44,0.889,0.4345,0.4925,0.4835,0.2785,0.6,0.556667,ICO
0.44,0.44,0.46,0.44,0.78,0.76,0.54,0.58,0.82,0.71,LLE
0.499329,0.553221,0.645436,0.479329,0.607786,0.666443,0.527114,0.706107,0.686779,0.406667,LLE
0.309728,0.389728,0.374592,0.295136,0.599457,0.614592,0.56,0.604864,0.729185,0.44,LLE
0.52,0.46,0.54,0.82,0.62,0.5,0.52,0.46,0.68,0.473333,LIA
0.612587,0.73776,0.742933,0.694827,0.690347,0.725173,0.732587,0.78,0.937067,0.423333,LIA
0.863829,0.88539,0.818438,0.781562,0.816171,0.690781,0.643124,0.891486,0.909219,0.74,ISC
0.529098,0.685271,0.69509,0.665271,0.664549,0.65509,0.609459,0.76491,0.700361,0.353333,LIA
0.4,0.43218,0.463478,0.45391,0.439135,0.39827,0.475657,0.425225,0.574775,0.326667,LIA
0.739155,0.719155,0.58,0.619397,0.799517,0.600483,0.66,0.62,0.859759,0.473333,LIA
0.774869,0.681859,0.534424,0.812566,0.696727,0.572566,0.697697,0.663717,0.66,0.453333,ISC
0.400513,0.518717,0.439743,0.380513,0.72077,0.740257,0.560513,0.58,0.660257,0.41,LLE
0.52,0.92,0.78,0.76,0.52,0.56,0.62,0.82,0.82,0.463333,ISC
0.625999,0.454001,0.366798,0.834001,0.5148,0.867203,0.738402,0.3852,0.642802,0.403333,LIA
0.626234,0.52981,0.55962,0.85962,0.715285,0.336423,0.8,0.415285,0.614146,0.596667,LIA
0.337636,0.497636,0.465814,0.395271,0.7,0.74,0.484729,0.655271,0.76,0.766667,LLE
0.558087,0.449044,0.303235,0.663235,0.442574,0.249044,0.47353,0.309044,0.477426,0.47,ICO
0.793437,0.317709,0.39099,0.775573,0.60901,0.410835,0.604427,0.368854,0.511146,0.453333,LIA
0.44,0.434506,0.449012,0.434506,0.78,0.76,0.556482,0.58,0.781542,0.47,LLE
0.786867,0.697911,0.557911,0.802089,0.68,0.544178,0.684178,0.5794,0.642089,0.51,ISC
0.57419,0.69419,0.718921,0.75054,0.656349,0.521079,0.671619,0.622159,0.676349,0.57,ISC
0.7,0.52,0.36,0.72,0.4,0.32,0.36,0.38,0.52,0.693333,ICO
0.859807,0.558024,0.607325,0.563759,0.769108,0.532675,0.810892,0.636434,0.607325,0.303333,LIA
0.32,0.418261,0.539131,0.34,0.676523,0.718261,0.498261,0.658261,0.837392,0.496667,LLE
0.466987,0.660962,0.686987,0.693013,0.731088,0.581924,0.606025,0.668912,0.746025,0.533333,LIA
0.88,0.88,0.84,0.76,0.8,0.68,0.6,0.94,0.92,0.246667,ISC
0.560422,0.76,0.601055,0.898734,0.800844,0.641476,0.879367,0.760633,0.761476,0.453333,LIA
0.38,0.492831,0.401507,0.301507,0.732831,0.771325,0.6,0.605662,0.643013,0.383333,LLE
0.6,0.7,0.68,0.72,0.64,0.7,0.72,0.78,1.0,0.533333,LIA
0.36,0.4,0.4,0.34,0.64,0.66,0.56,0.54,0.64,0.483333,LLE
0.36356,0.42,0.34356,0.43911,0.70356,0.72178,0.61911,0.61822,0.69911,0.583333,LLE
0.578405,0.786994,0.721595,0.774601,0.863804,0.747607,0.852393,0.852393,0.905399,0.453333,LIA
0.785031,0.74998,0.549966,0.600041,0.759986,0.645003,0.790034,0.745003,0.71002,0.403333,LIA
0.68,0.42,0.4,0.78,0.34,0.42,0.4,0.44,0.64,0.33,ICO
0.318786,0.481214,0.528178,0.321214,0.549393,0.7,0.613036,0.569393,0.678786,0.48,LLE
0.364457,0.48,0.419276,0.404457,0.714819,0.695543,0.549638,0.590362,0.745181,0.513333,LLE
0.595364,0.781455,0.646182,0.593818,0.816819,0.753818,0.795274,0.97991,0.864546,0.396667,LLE
0.557231,0.400923,0.299077,0.716307,0.402769,0.277231,0.615384,0.356307,0.631692,0.703333,ICO
0.327975,0.528038,0.415949,0.363987,0.58,0.767975,0.627975,0.499937,0.72,0.216667,LLE
0.809394,0.889394,0.738787,0.861213,0.785756,0.677575,0.749394,0.717575,0.848181,0.59,ISC
0.725861,0.591465,0.648535,0.705861,0.645604,0.494652,0.56293,0.571722,0.73707,0.433333,ISC
0.82,0.46,0.44,0.74,0.38,0.44,0.48,0.38,0.44,0.403333,ICO
0.622641,0.729849,0.55868,0.4,0.749849,0.525887,0.829849,0.595736,0.754416,0.493333,LIA
0.618717,0.760641,0.778396,0.678076,0.720321,0.74,0.741283,0.779359,0.900321,0.433333,LIA
0.595517,0.52977,0.433448,0.877126,0.519195,0.348965,0.459195,0.640805,0.802874,0.403333,ICO
0.76,0.789841,0.52627,0.84746,0.625079,0.634921,0.74746,0.728651,0.769841,0.493333,ISC
0.738908,0.44,0.481092,0.704368,0.377816,0.243276,0.498908,0.38,0.575632,0.453333,ICO
0.508199,0.530806,0.528199,0.654787,0.549194,0.523602,0.543602,0.483602,0.585592,0.403333,LIA
0.267277,0.535634,0.481455,0.36,0.564366,0.698545,0.501455,0.678545,0.7,0.403333,LLE
0.659851,0.480149,0.390074,0.789926,0.300297,0.339851,0.42,0.450074,0.570223,0.61,ICO
0.92,0.58,0.44,0.78,0.38,0.32,0.4,0.46,0.66,0.463333,ICO
0.760414,0.519724,0.400414,0.740138,0.419862,0.379862,0.499862,0.36069,0.540276,0.596667,ICO
0.350182,0.479637,0.439274,0.369455,0.669455,0.750182,0.500363,0.680363,0.739637,0.613333,LLE
0.4,0.47632,0.39632,0.42368,0.66176,0.8128,0.56,0.56544,0.61632,0.326667,LLE
0.337796,0.462204,0.413388,0.395592,0.735592,0.775592,0.537796,0.584408,0.777796,0.35,LLE
0.76,0.42,0.4,0.86,0.46,0.32,0.32,0.4,0.54,0.356667,ICO
0.82,0.76,0.86,0.8,0.88,0.78,0.7,0.92,0.82,0.303333,ISC
0.590145,0.689758,0.569661,0.629952,0.669661,0.76029,0.639806,0.600387,0.759903,0.523333,LIA
0.301993,0.78,0.583321,0.459668,0.879668,0.720332,0.777343,0.58631,0.723985,0.466667,LLE
0.928819,0.52,0.388819,0.811181,0.502362,0.337638,0.491181,0.4,0.571181,0.21,ICO
0.62,0.66,0.54,0.6,0.58,0.5,0.52,0.56,0.92,0.403333,ISC
0.4,0.437126,0.462859,0.451437,0.442845,0.40569,0.479986,0.431408,0.568592,0.403333,LIA
0.772585,0.434831,0.432585,0.687415,0.332585,0.452585,0.412585,0.482923,0.632585,0.353333,ICO
0.34,0.437915,0.391658,0.333744,0.592513,0.762085,0.610427,0.585402,0.762085,0.323333,LLE
0.943684,0.567763,0.507763,0.812237,0.495921,0.423684,0.375921,0.32,0.524079,0.403333,ICO
0.56,0.54,0.58,0.88,0.7,0.26,0.8,0.4,0.66,0.433333,LIA
0.8,0.84,0.8,0.84,0.86,0.92,0.8,0.9,1.0,0.473333,ISC
0.865348,0.52,0.474652,0.829305,0.48139,0.443957,0.42,0.376043,0.56,0.38,ICO
0.76,0.68,0.54,0.82,0.68,0.58,0.72,0.66,0.66,0.623333,ISC
0.387056,0.305888,0.392944,0.423539,0.492944,0.318831,0.44118,0.314123,0.367067,0.38,LIA
0.722195,0.44,0.497805,0.771219,0.344391,0.293414,0.482195,0.38,0.508781,0.793333,ICO
0.36,0.38,0.42,0.38,0.56,0.64,0.56,0.56,0.58,0.48,LLE
0.84,0.62,0.32,0.72,0.7,0.3,0.66,0.52,0.82,0.373333,ISC
0.708783,0.538042,0.624392,0.73365,0.842434,0.687301,0.8,0.742434,0.749259,0.463333,LIA
0.243088,0.566597,0.513403,0.36,0.653403,0.723298,0.683298,0.636702,0.730105,0.366667,LLE
0.316298,0.714807,0.498509,0.402956,0.831106,0.736298,0.731106,0.547404,0.695553,0.74,LLE
0.577742,0.667419,0.797742,0.728871,0.64,0.64371,0.726612,0.678549,0.70371,0.45,LIA
0.576562,0.712397,0.651041,0.678644,0.745521,0.716562,0.713123,0.514479,0.78,0.513333,LIA
0.678448,0.598492,0.686164,0.624612,0.733836,0.57694,0.738448,0.649224,0.686164,0.533333,LIA
0.72,0.82,0.66,0.86,0.76,0.48,0.66,0.56,0.8,0.376667,ISC
0.69025,0.663917,0.666333,0.606333,0.746833,0.64,0.706833,0.773167,0.646833,0.493333,LIA
0.676658,0.463342,0.424439,0.792219,0.303342,0.344439,0.444439,0.435561,0.551122,0.3,ICO
0.388665,0.551335,0.491335,0.348665,0.777331,0.671335,0.634004,0.576674,0.72,0.38,LLE
0.78966,0.439547,0.49034,0.79034,0.379773,0.349887,0.469887,0.46,0.569887,0.376667,ICO
0.32,0.46,0.4,0.34,0.66,0.68,0.42,0.7,0.66,0.4,LLE
0.58,0.54,0.46,0.66,0.68,0.46,0.46,0.46,0.54,0.473333,ISC
0.81107,0.79572,0.83321,0.81786,0.87107,0.842509,0.74465,0.91107,0.900369,0.66,ISC
0.833935,0.87858,0.848905,0.924645,0.906065,0.655355,0.733935,0.80929,0.85071,0.21,ISC
0.771008,0.386976,0.4,0.837984,0.426976,0.353024,0.364031,0.344961,0.595039,0.38,ICO
0.46362,0.492127,0.495113,0.487873,0.542986,0.46,0.507873,0.62724,0.542986,0.39,LIA
0.760354,0.819646,0.819823,0.96,0.770088,0.710973,0.809912,0.82,0.899823,0.59,ISC
0.76,0.88,0.76,0.9,0.42,0.78,0.64,0.84,0.7,0.51,ISC
0.459114,0.472177,0.552177,0.710405,0.693063,0.5,0.507823,0.496532,0.777418,0.61,LIA
0.51371,0.7,0.801131,0.511448,0.64,0.609434,0.54629,0.625158,0.703145,0.376667,LIA
0.86,0.5,0.52,0.86,0.4,0.42,0.32,0.3,0.6,0.64,ICO
0.732825,0.538045,0.568915,0.53261,0.60348,0.51261,0.734565,0.800215,0.64174,0.42,LIA
0.670183,0.64,0.689817,0.62,0.730183,0.620366,0.709817,0.71128,0.669451,0.476667,LIA
0.74938,0.39593,0.51469,0.79469,0.36938,0.34407,0.49469,0.39469,0.573449,0.453333,ICO
0.6,0.74,0.7,0.7,0.7,0.72,0.62,0.82,0.92,0.45,ISC
0.322241,0.397759,0.384482,0.453277,0.562241,0.695518,0.575518,0.593277,0.697759,0.45,LLE
0.486571,0.7,0.719712,0.647147,0.64,0.650144,0.573429,0.733717,0.716715,0.506667,LIA
0.793689,0.440534,0.46,0.746845,0.373689,0.399466,0.453689,0.446845,0.593155,0.553333,ICO
0.705385,0.405385,0.354615,0.747692,0.347692,0.441539,0.454615,0.46,0.534615,0.483333,ICO
0.719949,0.505115,0.655038,0.634987,0.764962,0.525064,0.779949,0.669974,0.655038,0.463333,LIA
0.366456,0.38,0.464093,0.391181,0.562363,0.642363,0.54,0.557637,0.741731,0.32,LLE
0.387491,0.821797,0.744644,0.618203,0.557828,0.461423,0.505693,0.803221,0.731086,0.443333,ISC
0.74,0.46,0.48,0.7,0.3,0.42,0.34,0.48,0.58,0.38,ICO
0.43458,0.8,0.88813,0.533832,0.84,0.660748,0.786916,0.950374,0.979252,0.43,LLE
0.420673,0.579102,0.399551,0.359663,0.481122,0.678429,0.600449,0.459327,0.679551,0.48,LIA
0.567188,0.687188,0.709584,0.755208,0.66802,0.530416,0.685624,0.640832,0.68802,0.506667,ISC
0.725752,0.591438,0.348562,0.748562,0.633355,0.3,0.583834,0.615207,0.781917,0.376667,ISC
0.890752,0.562312,0.462312,0.769248,0.422312,0.415376,0.442312,0.34,0.542312,0.356667,ICO
0.531363,0.754319,0.64,0.568407,0.768637,0.7,0.737274,0.677504,0.822956,0.74,LIA
0.44,0.42,0.48,0.4,0.6,0.62,0.42,0.52,0.66,0.486667,LLE
0.644658,0.402329,0.370548,0.715206,0.351781,0.396439,0.388219,0.44589,0.681232,0.493333,ICO
0.365897,0.588207,0.485897,0.354103,0.661276,0.72231,0.688207,0.62,0.691793,0.513333,LLE
0.678517,0.378445,0.306148,0.38311,0.610742,0.413852,0.68,0.34,0.489186,0.793333,LIA
0.378408,0.450796,0.418408,0.312388,0.630796,0.732388,0.538408,0.663184,0.710796,0.353333,LLE
